               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 168,            0.017796,           0.0057398,                   0,             0.91742,               0.945,             0.93511,             0.63752,            0.022131,            0.019846,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,             0.01722,           0.0055972,                   0,             0.94304,               0.915,             0.93788,             0.63254,            0.021654,            0.019799,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.017027,           0.0057629,                   0,             0.94089,             0.95498,             0.94197,             0.63424,            0.021671,            0.019933,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.017752,           0.0056196,                   0,             0.95049,             0.95989,              0.9527,             0.62912,            0.021808,            0.020575,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.017149,           0.0057268,                   0,             0.94975,             0.94498,             0.95167,             0.63382,            0.022273,            0.020606,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.017689,           0.0056831,                   0,             0.93229,                0.97,             0.95372,             0.64643,            0.022296,            0.020435,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.017127,           0.0056745,                   0,              0.9507,               0.965,             0.95009,             0.64009,            0.021705,            0.019693,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.017165,            0.005873,                   0,             0.94527,             0.94999,             0.93841,             0.63211,            0.021823,            0.019989,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.017004,           0.0055914,                   0,             0.94472,             0.93999,             0.94575,              0.6217,            0.022091,            0.019967,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.017266,           0.0056591,                   0,              0.9282,                0.97,             0.95254,             0.62771,            0.022623,            0.020266,                   0,            0.001288,            0.001288,            0.001288
                 178,            0.016943,           0.0054469,                   0,             0.92683,             0.94999,             0.94314,             0.64439,            0.022252,            0.020206,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.016795,           0.0055503,                   0,             0.94471,             0.93983,             0.94785,             0.65178,            0.021777,            0.019641,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.016578,           0.0055479,                   0,             0.95446,               0.945,             0.95398,             0.64218,            0.022153,            0.019533,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.017339,           0.0055714,                   0,             0.95855,             0.92491,             0.94973,             0.63844,            0.021871,            0.019968,                   0,             0.00109,             0.00109,             0.00109
                 182,            0.016793,            0.005637,                   0,             0.95428,                0.94,             0.95907,             0.63624,             0.02191,            0.020604,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.016945,           0.0054569,                   0,             0.94887,                0.93,             0.92751,              0.6253,            0.021963,             0.02074,                   0,            0.000991,            0.000991,            0.000991
                 184,            0.016781,           0.0056524,                   0,              0.9397,             0.93498,             0.94891,              0.6203,            0.021828,            0.020775,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,            0.016352,            0.005503,                   0,             0.94506,                0.95,             0.94679,             0.62111,             0.02247,            0.020904,                   0,            0.000892,            0.000892,            0.000892
                 186,            0.016581,           0.0055692,                   0,             0.93998,                0.94,             0.94786,              0.6311,            0.022023,             0.02066,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,            0.016818,           0.0053592,                   0,                0.94,             0.93996,             0.94886,             0.62491,               0.022,            0.020337,                   0,            0.000793,            0.000793,            0.000793
                 188,            0.016579,           0.0054294,                   0,             0.94444,               0.935,             0.93841,             0.62521,            0.021842,            0.021379,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,            0.016259,            0.005493,                   0,              0.9397,             0.93497,             0.93795,             0.62455,            0.021741,             0.02128,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.016475,           0.0051091,                   0,             0.93499,               0.935,              0.9345,              0.6276,            0.021749,            0.020874,                   0,           0.0006445,           0.0006445,           0.0006445
